B2,B3,B4,B5,B6,B7,B8,B8A,CLASSNAME,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.2198,0.2197,0.2303,0.2432,0.2382,0.2402,0.2366,0.2161,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.2266,0.2246,0.2345,0.2483,0.2394,0.2488,0.2417,0.2171,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1584,0.177,0.1987,0.216,0.2272,0.2257,0.2416,0.2121,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.213,0.2197,0.2303,0.2432,0.2328,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.213,0.2197,0.2303,0.2432,0.2328,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1804,0.2246,0.2345,0.2483,0.2316,0.2488,0.2417,0.2171,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.2266,0.2246,0.2345,0.2483,0.2394,0.2488,0.2417,0.2171,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.213,0.2197,0.2303,0.2432,0.2328,0.2402,0.2366,0.2161,3,,,
0.2266,0.2246,0.2345,0.2483,0.2394,0.2488,0.2417,0.2171,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1888,0.2052,0.2191,0.2378,0.2354,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.2266,0.2246,0.2345,0.2483,0.2394,0.2488,0.2417,0.2171,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.2198,0.2197,0.2303,0.2432,0.2382,0.2402,0.2366,0.2161,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1888,0.2052,0.2191,0.2378,0.2354,0.2412,0.2588,0.2334,3,,,
0.2266,0.2246,0.2345,0.2483,0.2394,0.2488,0.2417,0.2171,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1708,0.2052,0.2191,0.2378,0.228,0.2412,0.2588,0.2334,3,,,
0.1888,0.2052,0.2191,0.2378,0.2354,0.2412,0.2588,0.2334,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1888,0.2052,0.2191,0.2378,0.2354,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.213,0.2197,0.2303,0.2432,0.2328,0.2402,0.2366,0.2161,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.213,0.2197,0.2303,0.2432,0.2328,0.2402,0.2366,0.2161,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1888,0.2052,0.2191,0.2378,0.2354,0.2412,0.2588,0.2334,3,,,
0.183,0.2197,0.2303,0.2432,0.2254,0.2402,0.2366,0.2161,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.16,0.177,0.1987,0.216,0.2104,0.2257,0.2416,0.2121,3,,,
0.1836,0.2246,0.2345,0.2483,0.2266,0.2488,0.2417,0.2171,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1622,0.1792,0.1976,0.2104,0.2072,0.2189,0.2442,0.2213,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1606,0.1756,0.1988,0.2104,0.2094,0.2252,0.2486,0.223,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1584,0.1756,0.1988,0.2104,0.2156,0.2252,0.2486,0.223,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1728,0.2052,0.2191,0.2378,0.2206,0.2412,0.2588,0.2334,3,,,
0.1634,0.1792,0.1976,0.2104,0.2086,0.2189,0.2442,0.2213,3,,,
0.1946,0.2052,0.2191,0.2378,0.2256,0.2412,0.2588,0.2334,3,,,
0.2266,0.2246,0.2345,0.2483,0.2394,0.2488,0.2417,0.2171,3,,,
0.1784,0.2197,0.2303,0.2432,0.2238,0.2402,0.2366,0.2161,3,,,
0.2044,0.2303,0.2737,0.2913,0.2778,0.3024,0.3064,0.2559,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.2062,0.2303,0.2737,0.2913,0.2812,0.3024,0.3064,0.2559,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.201,0.2274,0.2708,0.2868,0.2792,0.2995,0.3043,0.2567,4,,,
0.2192,0.2331,0.255,0.2665,0.2714,0.2782,0.2978,0.2677,4,,,
0.2238,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2348,0.257,0.2822,0.2943,0.284,0.3033,0.3198,0.284,4,,,
0.1978,0.237,0.254,0.2678,0.249,0.2801,0.2974,0.265,4,,,
0.2136,0.237,0.254,0.2678,0.2686,0.2801,0.2974,0.265,4,,,
0.2256,0.257,0.2822,0.2943,0.2812,0.3033,0.3198,0.284,4,,,
0.231,0.2491,0.2804,0.2934,0.2812,0.3049,0.3159,0.2755,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.1938,0.2196,0.255,0.2693,0.2692,0.2796,0.2928,0.2504,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.2304,0.2527,0.2813,0.295,0.2802,0.306,0.3176,0.2841,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.2304,0.2527,0.2813,0.295,0.2788,0.306,0.3176,0.2841,4,,,
0.2304,0.2527,0.2813,0.295,0.2788,0.306,0.3176,0.2841,4,,,
0.201,0.2274,0.2708,0.2868,0.2792,0.2995,0.3043,0.2567,4,,,
0.2256,0.257,0.2822,0.2943,0.2812,0.3033,0.3198,0.284,4,,,
0.2238,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2256,0.257,0.2822,0.2943,0.2812,0.3033,0.3198,0.284,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.1928,0.2331,0.255,0.2665,0.2432,0.2782,0.2978,0.2677,4,,,
0.201,0.2274,0.2708,0.2868,0.2792,0.2995,0.3043,0.2567,4,,,
0.2256,0.257,0.2822,0.2943,0.2812,0.3033,0.3198,0.284,4,,,
0.1938,0.2196,0.255,0.2693,0.2692,0.2796,0.2928,0.2504,4,,,
0.2062,0.2303,0.2737,0.2913,0.2812,0.3024,0.3064,0.2559,4,,,
0.196,0.237,0.254,0.2678,0.2424,0.2801,0.2974,0.265,4,,,
0.234,0.257,0.2822,0.2943,0.2854,0.3033,0.3198,0.284,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2348,0.257,0.2822,0.2943,0.284,0.3033,0.3198,0.284,4,,,
0.2044,0.2303,0.2737,0.2913,0.2778,0.3024,0.3064,0.2559,4,,,
0.1938,0.2196,0.255,0.2693,0.2692,0.2796,0.2928,0.2504,4,,,
0.2238,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2348,0.257,0.2822,0.2943,0.284,0.3033,0.3198,0.284,4,,,
0.2348,0.257,0.2822,0.2943,0.284,0.3033,0.3198,0.284,4,,,
0.231,0.2491,0.2804,0.2934,0.2812,0.3049,0.3159,0.2755,4,,,
0.2062,0.2303,0.2737,0.2913,0.2812,0.3024,0.3064,0.2559,4,,,
0.2238,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.1938,0.2196,0.255,0.2693,0.2692,0.2796,0.2928,0.2504,4,,,
0.1904,0.2196,0.255,0.2693,0.2508,0.2796,0.2928,0.2504,4,,,
0.2286,0.257,0.2822,0.2943,0.279,0.3033,0.3198,0.284,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.1938,0.2196,0.255,0.2693,0.2692,0.2796,0.2928,0.2504,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2136,0.237,0.254,0.2678,0.2686,0.2801,0.2974,0.265,4,,,
0.2264,0.2523,0.2761,0.2879,0.2786,0.3008,0.317,0.2848,4,,,
0.201,0.2274,0.2708,0.2868,0.2792,0.2995,0.3043,0.2567,4,,,
0.2264,0.2523,0.2761,0.2879,0.2786,0.3008,0.317,0.2848,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
0.2264,0.2523,0.2761,0.2879,0.2786,0.3008,0.317,0.2848,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.1938,0.2196,0.255,0.2693,0.2692,0.2796,0.2928,0.2504,4,,,
0.231,0.2491,0.2804,0.2934,0.2812,0.3049,0.3159,0.2755,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.2256,0.257,0.2822,0.2943,0.2812,0.3033,0.3198,0.284,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
0.196,0.237,0.254,0.2678,0.2424,0.2801,0.2974,0.265,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.2264,0.2523,0.2761,0.2879,0.2786,0.3008,0.317,0.2848,4,,,
0.201,0.2274,0.2708,0.2868,0.2792,0.2995,0.3043,0.2567,4,,,
0.2304,0.2527,0.2813,0.295,0.2802,0.306,0.3176,0.2841,4,,,
0.2286,0.257,0.2822,0.2943,0.279,0.3033,0.3198,0.284,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.1928,0.2331,0.255,0.2665,0.2432,0.2782,0.2978,0.2677,4,,,
0.2192,0.2331,0.255,0.2665,0.2714,0.2782,0.2978,0.2677,4,,,
0.1978,0.237,0.254,0.2678,0.249,0.2801,0.2974,0.265,4,,,
0.2246,0.2491,0.2804,0.2934,0.2874,0.3049,0.3159,0.2755,4,,,
0.2246,0.2491,0.2804,0.2934,0.2874,0.3049,0.3159,0.2755,4,,,
0.2304,0.2527,0.2813,0.295,0.2802,0.306,0.3176,0.2841,4,,,
0.2286,0.257,0.2822,0.2943,0.279,0.3033,0.3198,0.284,4,,,
0.2192,0.2331,0.255,0.2665,0.2714,0.2782,0.2978,0.2677,4,,,
0.2238,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2092,0.237,0.254,0.2678,0.2678,0.2801,0.2974,0.265,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
0.1968,0.2274,0.2708,0.2868,0.2784,0.2995,0.3043,0.2567,4,,,
0.2322,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.2256,0.257,0.2822,0.2943,0.2812,0.3033,0.3198,0.284,4,,,
0.2192,0.2331,0.255,0.2665,0.2714,0.2782,0.2978,0.2677,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
0.2286,0.257,0.2822,0.2943,0.279,0.3033,0.3198,0.284,4,,,
0.196,0.237,0.254,0.2678,0.2424,0.2801,0.2974,0.265,4,,,
0.2348,0.257,0.2822,0.2943,0.284,0.3033,0.3198,0.284,4,,,
0.2304,0.2527,0.2813,0.295,0.2802,0.306,0.3176,0.2841,4,,,
0.1978,0.237,0.254,0.2678,0.249,0.2801,0.2974,0.265,4,,,
0.2238,0.2523,0.2761,0.2879,0.2792,0.3008,0.317,0.2848,4,,,
0.234,0.257,0.2822,0.2943,0.2854,0.3033,0.3198,0.284,4,,,
0.2286,0.257,0.2822,0.2943,0.279,0.3033,0.3198,0.284,4,,,
0.201,0.2274,0.2708,0.2868,0.2792,0.2995,0.3043,0.2567,4,,,
0.2304,0.2527,0.2813,0.295,0.2788,0.306,0.3176,0.2841,4,,,
0.2246,0.2491,0.2804,0.2934,0.2874,0.3049,0.3159,0.2755,4,,,
0.2062,0.2303,0.2737,0.2913,0.2812,0.3024,0.3064,0.2559,4,,,
0.2304,0.2523,0.2761,0.2879,0.2754,0.3008,0.317,0.2848,4,,,
